pdf,Title,page,case_No,last_page
a4,"New Grant-Patten Milk Co. v. Happy Valley Farms, Inc.",414,32,416.0
a4,"Bale v. Glasgow Tobacco Board of Trade, Inc.",417,33,424.0
a4,Osborn v. Sinclair Refining Co.,425,34,438.0
a4,Ethyl Corp. v. Hercules Powder Co.,439,35,448.0
a4,Shore Gas & Oil Co. v. Humble Oil & Refining Co.,449,36,457.0
a4,Pennington v. United Mine Workers,458,37,472.0
a4,Petition of Union Oil Co.,473,38,476.0
a4,Monarch Life Ins. Co. v. Loyal Protective Life Ins. Co.,477,39,481.0
a4,H. E. Fletcher Co. v. Rock of Ages Corp.,482,40,485.0
a4,Lessig v. Tidewater Oil Co.,486,41,505.0
a4,Atlantic City Electric Co. v. General Electric Co.,506,42,518.0
a4,Osteopathic Physicians & Surgeons v. California Medical Asso.,519,43,534.0
a4,Engelhardt v. Bell & Howell Co.,535,44,542.0
a4,Highland Supply Corp. v. Reynolds Metals Co.,543,45,550.0
a4,Burbank v. General Electric Co.,551,46,560.0
a4,Leh v. General Petroleum Corp.,561,47,574.0
a4,United States v. First Nat'l Bank & Trust Co.,575,48,586.0
a4,Metropolitan Sanitary Dist. v. General Electric Co.,587,49,593.0
a4,Goodyear Tire & Rubber Co. v. Federal Trade Com.,594,50,603.0
a4,"Jewel Tea Co. v. Associated Food Retailers, Inc.",604,51,609.0
a4,"Ledge Hill Farms, Inc. v. W. R. Grace & Co.",610,52,613.0
a4,New Jersey Wood Finishing Co. v. Minnesota Mining & Mfg. Co.,614,53,626.0
a4,Chattanooga Pharmaceutical Asso. v. United States Dep't of Justice,627,54,631.0
a4,United States v. Continental Can Co.,632,55,654.0
a4,Lynchburg Gas Co. v. Federal Power Com.,655,56,662.0
a4,Haverhill Gazette Co. v. Union Leader Corp.,663,57,664.0
a4,"Shoenberg Farms, Inc. v. Denver Milk Producers, Inc.",665,58,670.0
a4,"Schulenburg v. Signatrol, Inc.",671,59,676.0
a4,"John J. & Warren H. Graham v. Triangle Publications, Inc.",677,60,684.0
a4,Bale v. Glasgow Tobacco Bd. of Trade,685,61,690.0
a4,United States v. Grinnell Corp.,691,62,705.0
a4,Lightning Rod Mfrs. Asso. v. Staal,706,63,708.0
a4,"Automated Bldg. Components, Inc. v. Hydro-Air Engineering, Inc.",709,64,715.0
a4,United States v. Johns-Manville Corp.,716,65,724.0
a4,Borden Co. v. Federal Trade Com.,725,66,730.0
a4,Knitting Corp. v. Morgan,731,67,735.0
a4,United States v. El Paso Natural Gas Co.,736,68,746.0
a4,"Hazeltine Research, Inc. v. Zenith Radio Corp.",747,69,769.0
a4,United States v. Union Bag-Camp Paper Corp.,770,70,773.0
a4,"Julius M. Ames Co. v. Bostitch, Inc.",774,71,782.0
a4,United States v. Boston & M. R.R.,783,72,789.0
a4,United States v. Union Oil Co.,790,73,800.0
a4,Klebanow v. New York Produce Exchange,801,74,809.0
a4,"Graham v. Triangle Publications, Inc.",810,75,811.0
a4,"Hanover Shoe, Inc. v. United Shoe Machinery Corp.",812,76,843.0
a4,"South Carolina Council of Milk Producers, Inc. v. Newton",844,77,852.0
a4,Carroll v. American Federation of Musicians,853,78,883.0
a4,Columbia Artists Management v. United States,884,79,886.0
a4,Minnesota Mining & Mfg. Co. v. New Jersey Wood Finishing Co.,887,80,903.0
a4,"Zwingle v. Tyson's Foods, Inc.",904,81,907.0
a4,United States v. Chi. Title & Trust Co.,908,82,924.0
a4,Ekco Products Co. v. Federal Trade Com.,925,83,935.0
a4,Holyoke Water Power Co. v. Holyoke,936,84,941.0
a4,Guidry v. Continental Oil Co.,942,85,946.0
a4,Le Blanc v. Continental Oil Co.,947,86,947.0
a4,"City Gas Co. v. Peoples Gas System, Inc.",948,87,958.0
a4,Commonwealth Edison Co. v. Allis-Chalmers Mfg. Co.,959,88,969.0
a4,Sun Oil Co. v. Federal Trade Com.,970,89,983.0
a4,"Roosevelt Raceway, Inc. v. Universal Controls, Inc.",984,90,986.0
a4,"Rangen, Inc. v. Sterling Nelson & Sons, Inc.",987,91,997.0
a4,Davies v. Carnation Co.,998,92,1001.0
a4,"Perryton Wholesale, Inc. v. Pioneer Distributing Co.",1002,93,1008.0
a4,People v. Santa Clara Valley Bowling Proprietors' Ass'n,1009,94,1020.0
a4,Empire Rayon Yarn Co. v. American Viscose Corp.,1021,95,1030.0
a4,United States v. St. Regis Paper Co.,1031,96,1047.0
a4,United States v. Armco Steel Corp.,1048,97,1062.0
a4,Phi Delta Theta Fraternity v. J. A. Buchroeder & Co.,1063,98,1077.0
a4,FTC v. Borden Co.,1078,99,1093.0
a4,AG ex rel. STATE BANKING COMMR. v. MICHIGAN NATL. BANK,1094,100,
a5,Shell Oil Co. v. FTC,21,1,37.0
a5,United States v. General Motors Corp.,38,2,52.0
a5,American Infra-Red Radiant Co. v. Lambert Indus.,53,3,74.0
a5,United States v. Von's Grocery Co.,75,4,95.0
a5,FTC v. Brown Shoe Co.,96,5,103.0
a5,Florida E. C. R. Co. v. United States,104,6,130.0
a5,FTC v. Dean Foods Co.,131,7,154.0
a5,United States v. Marshall & Ilsley Bank Stock Corp.,155,8,178.0
a5,"Cedar Crest Hats, Inc. v. United Hatters, etc.",179,9,184.0
a5,"Schulman v. Burlington Industries, Inc.",185,10,190.0
a5,Automated Bldg. Components v. Hydro-Air Eng'g,191,11,193.0
a5,Lewis v. Pennington,194,12,247.0
a5,"State v. Milwaukee Braves, Inc.",248,13,269.0
a5,Rutherford v. United States,270,14,276.0
a5,Wash. v. Am. Pipe & Constr. Co.,277,15,282.0
a5,Malco Mfg. Co. v. Nat'l Connector Corp.,283,16,293.0
a5,United States v. Johns-Manville Corp.,294,17,308.0
a5,Ayers v. Pastime Amusement Co.,309,18,315.0
a5,United States v. Crocker-Anglo Nat'l Bank,316,19,331.0
a5,United States v. Provident Nat'l Bank,332,20,335.0
a5,Peelers Co. v. Wendt,336,21,348.0
a5,Otto Milk Co. v. United Dairy Farmers Cooperative Asso.,349,22,357.0
a5,"Case-Swayne Co. v. Sunkist Growers, Inc.",358,23,381.0
a5,United States v. Third Nat'l Bank,382,24,397.0
a5,Lloyd A. Fry Roofing Co. v. Federal Trade Com.,398,25,407.0
a5,"Nichols v. Spencer International Press, Inc.",408,26,413.0
a5,"K-91, Inc. v. Gershwin Publ'g. Corp.",414,27,420.0
a5,Y & Y Popcorn Supply Co. v. ABC Vending Corp.,421,28,426.0
a5,"L. S. Good & Co. v. H. Daroff & Sons, Inc.",427,29,442.0
a5,Quinn v. Mobil Oil Co.,443,30,450.0
a5,Nelson v. Berry Petroleum Co.,451,31,458.0
a5,"Hanover Shoe, Inc. v. United Shoe Machinery Corp.",459,32,474.0
a5,Royal Crown Cola Co. v. Coca-Cola Co.,475,33,481.0
a5,Holmes v. Struthers Scientific & International Corp.,482,34,486.0
a5,Denver & R. G. W. R. Co. v. United States,487,35,509.0
a5,United States v. Reed Roller Bit Co.,510,36,527.0
a5,Old Dominion Box Co. v. Cont'l Can Co.,528,37,550.0
a5,"Hawaiian Oke & Liquors, Ltd. v. Joseph E. Seagram & Sons, Inc.",551,38,559.0
a5,Lewis v. Seanor Coal Co.,560,39,566.0
a5,"Clausen & Sons, Inc. v. Theo. Hamm Brewing Co.",567,40,578.0
a5,United States v. Concentrated Phosphate Export Asso.,579,41,591.0
a5,Wash. v. Am. Pipe & Constr. Co.,592,42,596.0
a5,Hensley Equip. Co. v. Esco Corp.,597,43,612.0
a5,Trucking Unlimited v. California Motor Transport Co.,613,44,622.0
a5,"Bracken's Shipping Center, Inc. v. Ruwe",623,45,625.0
a5,"Shoaf v. Triangle Publications, Inc.",626,46,627.0
a5,Barr Rubber Prods. Co. v. Sun Rubber Co.,628,47,649.0
a5,United States v. Crocker-Anglo Nat'l Bank,650,48,707.0
a5,"Austin v. House of Vision, Inc.",708,49,710.0
a5,Kaplan v. Lehman Bros.,711,50,713.0
a5,"Wurzberg Bros., Inc. v. Head Ski Co.",714,51,718.0
a5,Reimel v. Alcoholic Beverage Control Appeals Board,719,52,735.0
a5,Southern Pacific Co. v. United States,736,53,751.0
a5,"American Mfrs. Mut. Ins. Co. v. American Broadcasting-Paramount Theatres, Inc.",752,54,763.0
a5,Otto Milk Co. v. United Dairy Farmers Cooperative Asso.,764,55,772.0
a5,"Vornado, Inc. v. Corning Glass Works",773,56,778.0
a5,United States v. Provident Nat'l Bank,779,57,805.0
a5,United States v. Third Nat'l Bank,806,58,825.0
a5,"State v. McBride Transp., Inc.",826,59,833.0
a5,"Iowa v. Union Asphalt & Roadoils, Inc.",834,60,854.0
a5,American Safety Equip. Corp. v. J. P. Maguire & Co.,855,61,862.0
a5,Checker Motors Corp. v. Chrysler Corp.,863,62,876.0
a5,Woods Exploration & Producing Co. v. Aluminum Co. of America,877,63,890.0
a5,Alabama Power Co. v. Alabama Elec. Coop.,891,64,910.0
a5,United States v. Olympia Provision & Baking Co.,911,65,921.0
a5,"United States v. Tidewater Marine Service, Inc.",922,66,942.0
a5,"Aimcee Wholesale Corp. v. Tomar Products, Inc.",943,67,949.0
a5,Original Tractor Cab Co. v. United States,950,68,954.0
a5,National Dairy Products Corp. v. Federal Trade Com.,955,69,966.0
a5,Minnesota v. United States Steel Corp.,967,70,990.0
a5,Perma Life Mufflers v. International Parts Corp.,991,71,1008.0
a5,Hanover Shoe v. United Shoe Mach. Corp.,1009,72,1030.0
a5,Northern Natural Gas Co. v. Federal Power Com.,1031,73,1056.0
a5,Chicago Title Ins. Co. v. Great Western Financial Corp.,1057,74,1079.0
a5,Premier Electrical Constr. Co. v. Miller-Davis Co.,1080,75,1086.0
a5,Rader v. Balfour,1087,76,1092.0
a5,"Stanton v. Texaco, Inc.",1093,77,1102.0
a5,"Pacific Seafarers, Inc. v. Pacific Far East Line, Inc.",1103,78,1119.0
a5,"Research Frontiers, Inc. v. Marks Polarized Corp.",1120,79,1125.0
a5,Klinger v. Rose,1126,80,1131.0
a5,Sahm v. V-1 Oil Co.,1132,81,1135.0
a5,Bela Seating Co. v. Poloron Prods.,1136,82,1160.0
a5,"Boise Cascade International, Inc. v. Northern Minnesota Pulpwood Producers Asso.",1161,83,1170.0
a5,International Tel. & Tel. Corp. v. General Tel. & Electronics Corp.,1171,84,1178.0
a5,Interphoto Corp. v. Minolta Corp.,1179,85,1192.0
a5,Alberto-Culver Co. v. Andrea Dumon,1193,86,1199.0
a5,"Hiram Walker, Inc. v. A & S Tropical, Inc.",1200,87,1205.0
a5,"Arthur Murray, Inc. v. Reserve Plan, Inc.",1206,88,1221.0
a5,Stiftung v. Zeiss,1222,89,1234.0
a5,Attorney-General of New York v. Lundy,1235,90,1237.0
a5,Water Servs. v. Tesco Chems. Co.,1238,91,1250.0
a5,Carl N. Swenson Co. v. E. C. Braun Co.,1251,92,1256.0
a5,Simpson v. Union Oil Co.,1257,93,1270.0
a5,"TNT Communications, Inc. v. Management Television Systems, Inc.",1271,94,1274.0
a5,"United States v. Uniroyal, Inc.",1275,95,1299.0
a5,Zenith Radio Corp. v. Hazeltine Research,1300,96,1336.0
a5,Std. Pressed Steel Co. v. Astoria Plating Corp.,1337,97,1341.0
a5,"Kolene Corp. v. Motor City Metal Treating, Inc.",1342,98,1359.0
a5,Cosentino v. Carver-Greenfield Corp.,1360,99,1362.0
a5,Gottesman v. General Motors Corp.,1363,100,
a6,Advance Business Systems & Supply Co. v. SCM Corp.,21,1,37.0
a6,Philadelphia Housing Authority v. American Radiator & Standard Sanitary Corp.,38,2,42.0
a6,Div. of Triple T Serv. v. Mobil Oil Corp.,43,3,55.0
a6,"Joseph E. Seagram & Sons, Inc. v. Hawaiian Oke & Liquors, Ltd.",56,4,73.0
a6,"Lippa'S, Inc. v. Lenox, Inc.",74,5,83.0
a6,Nat'l Asso. of Theatre Owners v. Fcc,84,6,101.0
a6,National Aviation Trades Asso. v. Civil Aeronautics Board,102,7,115.0
a6,Kirihara v. Bendix Corp.,116,8,136.0
a6,Texas Gulf Sulphur Co. v. J. R. Simplot Co.,137,9,155.0
a6,Malco Mfg. Co. v. Elco Corp.,156,10,160.0
a6,"Ansul Co. v. Uniroyal, Inc.",161,11,188.0
a6,Control Data Corp. v. International Business Machines Corp.,189,12,200.0
a6,"Liquilux Gas Services, Inc. v. Tropical Gas Co.",201,13,203.0
a6,McKeon Constr. v. McClatchy Newspapers,204,14,220.0
a6,Statesville v. Atomic Energy Com.,221,15,253.0
a6,Farmington Dowel Prods. Co. v. Forster Mfg. Co.,254,16,281.0
a6,"Interamerican Refining Corp. v. Texaco Maracaibo, Inc.",282,17,296.0
a6,Papercraft Corp. v. Federal Trade Com.,297,18,303.0
a6,Albert Levine Associates v. Bertoni & Cotti,304,19,310.0
a6,"Exhibitors Poster Exchange, Inc. v. National Screen Service Corp.",311,20,320.0
a6,"Reese v. Associated Hospital Service, Inc.",321,21,331.0
a6,National Dairy Products Corp. v. Milk Drivers & Dairy Employees Union,332,22,336.0
a6,Cataphote Corp. v. Hudson,337,23,344.0
a6,Central Sav. & Loan Asso. v. Federal Home Loan Bank Board,345,24,351.0
a6,Flood v. Kuhn,352,25,369.0
a6,"Sonobond Corp. v. Uthe Tech., Inc.",370,26,377.0
a6,Southern Louisiana Area Rate Cases v. Federal Power Com.,378,27,411.0
a6,Karlinsky v. New York Racing Asso,412,28,415.0
a6,"George R. Whitten, Jr., Inc. v. Paddock Pool Builders, Inc.",416,29,426.0
a6,"Interstate Investors, Inc. v. Transcontinental Bus System, Inc.",427,30,442.0
a6,Gottesman v. General Motors Corp.,443,31,447.0
a6,Robertson v. National Basketball Ass'n,448,32,449.0
a6,Tripoli Co. v. Wella Corp.,450,33,458.0
a6,"Power Replacements, Inc. v. Air Preheater Co.",459,34,464.0
a6,"Export Liquor Sales, Inc. v. Ammex Warehouse Co.",465,35,467.0
a6,"Lee's Prescription Shops, Inc. v. Chas. Pfizer & Co.",468,36,473.0
a6,Oakland-Alameda County Builders' Exch. v. F. P. Lathrop Constr. Co.,474,37,493.0
a6,"United States v. Greater Buffalo Press, Inc.",494,38,502.0
a6,Grempler v. Multiple Listing Bureau,503,39,511.0
a6,United States v. FMC Corp.,512,40,515.0
a6,Truxes v. Rolan Electric Corp.,516,41,523.0
a6,Thill Sec. Corp. v. New York Stock Exchange,524,42,536.0
a6,"In re Otto's Liquor, Inc.",537,43,543.0
a6,Sperry & Hutchinson Co. v. Federal Trade Com.,544,44,554.0
a6,"Bales v. Journeymen Barbers', etc.",555,45,558.0
a6,"Ladue Local Lines, Inc. v. Bi-State Dev. Agency",559,46,566.0
a6,South-East Coal Co. v. Consolidation Coal Co.,567,47,591.0
a6,"Graham v. Hudgins, Thompson, Ball & Associates, Inc.",592,48,594.0
a6,"Industrial Bldg. Materials, Inc. v. Interchemical Corp.",595,49,606.0
a6,Cordova v. Bache & Co.,607,50,617.0
a6,"Wilson v. Ringsby Truck Lines, Inc.",618,51,621.0
a6,Gottesman v. General Motors Corp.,622,52,628.0
a6,Woods Exploration & Producing Co. v. Aluminum Co. of America,629,53,662.0
a6,"Helfenbein v. International Industries, Inc.",663,54,666.0
a6,Perkins v. Standard Oil Co.,667,55,668.0
a6,"Royal Farms, Inc. v. Piels Bros.",669,56,675.0
a6,Washington Gas Light Co. v. Virginia Electric & Power Co.,676,57,683.0
a6,"Columbia Gas of New York, Inc. v. New York State Electric & Gas Corp.",684,58,697.0
a6,Zenith Radio Corp. v. Hazeltine Research,698,59,724.0
a6,"Sacramento Coca-Cola Bottling Co. v. Chauffeurs, Teamsters & Helpers Local No. 150, etc.",725,60,729.0
a6,Occidental Petroleum Corp. v. Buttes Gas & Oil Co.,730,61,749.0
a6,"Denver Rockets v. All-Pro Management, Inc.",750,62,761.0
a6,Rader v. Balfour,762,63,768.0
a6,Champion Spark Plug Co. v. Ransburg Electro-Coating Corp.,769,64,774.0
a6,Oakland-Alameda County Builders' Exchange v. F. P. Lathrop Constr. Co.,775,65,786.0
a6,Flood v. Kuhn,787,66,795.0
a6,Hartford Hospital v. Chas. Pfizer & Co.,796,67,802.0
a6,"Hecht v. Pro-Football, Inc.",803,68,819.0
a6,"Erie Technological Products, Inc. v. Centre Engineering, Inc.",820,69,825.0
a6,"El Salto, S.A. v. PSG Co.",826,70,833.0
a6,"Corwin v. Los Angeles Newspaper Service Bureau, Inc.",834,71,850.0
a6,Dickstein v. Du Pont,851,72,856.0
a6,Arnold's Ice Cream Co. v. Carlson,857,73,862.0
a6,Ricci v. Chicago Mercantile Exchange,863,74,874.0
a6,Consolidation Coal Co. v. Disabled Miners of Southern West Virginia,875,75,881.0
a6,Philadelphia v. American Oil Co.,882,76,906.0
a6,Railing v. United Mine Workers,907,77,910.0
a6,United States v. Standard Oil Co.,911,78,916.0
a6,In re Antibiotic Antitrust Actions,917,79,925.0
a6,"Trans World Airlines, Inc. v. Hughes",926,80,950.0
a6,"Siegel v. Chicken Delight, Inc.",951,81,962.0
a6,United States v. Otter Tail Power Co.,963,82,974.0
a6,General Tel Co. v. United States,975,83,995.0
a6,"California v. Frito-Lay, Inc.",996,84,1001.0
a6,"Carter-Wallace, Inc. v. United States",1002,85,1021.0
a6,"Morton Bldgs. of Nebraska, Inc. v. Morton Bldgs., Inc.",1022,86,1034.0
a6,"Kearney & Trecker Corp. v. Giddings & Lewis, Inc.",1035,87,1059.0
a6,"N.W. Controls, Inc. v. Outboard Marine Corp.",1060,88,1092.0
a6,"Carswell Trucks, Inc. v. International Harvester Co.",1093,89,1095.0
a6,"Fortner Enterprises, Inc. v. United States Steel Corp.",1096,90,1105.0
a6,"Connecticut State Medical Soc. v. Connecticut Medical Service, Inc.",1106,91,1110.0
a6,"Calderone Enterprises Corp. v. United Artists Theatre Circuit, Inc.",1111,92,1125.0
a6,Anderson v. American Auto. Asso.,1126,93,1134.0
a6,Luria Steel & Trading Corp. v. Ogden Corp.,1135,94,1140.0
a6,Bay Guardian Co. v. Chronicle Pub. Co.,1141,95,1146.0
a6,"Marketing Assistance Plan, Inc. v. Associated Milk Producers, Inc.",1147,96,1150.0
a6,FTC v. Sperry & Hutchinson Co.,1151,97,1164.0
a6,"Yellow Cab Co. v. Cab Employers, Automotive & Warehousemen",1165,98,1169.0
a6,Semke v. Enid Auto. Dealers Ass'n,1170,99,1179.0
a6,Lehrman v. Gulf Oil Corp.,1180,100,
a7,"Seatrain Lines, Inc. v. Federal Maritime Com.",21,1,37.0
a7,United States v. Topco Assocs.,38,2,56.0
a7,Latin America/Pacific Coast S.S. Conference v. Federal Maritime Com.,57,3,79.0
a7,"Israel v. Baxter Laboratories, Inc.",80,4,91.0
a7,In re Coordinated Pretrial Proceedings in Western Liquid Asphalt Cases etc.,92,5,96.0
a7,United States v. Loew's Inc.,97,6,101.0
a7,Iodice v. Calabrese,102,7,126.0
a7,Schulman v. Huck Finn,127,8,133.0
a7,Vandervelde v. Put & Call Brokers & Dealers Asso.,134,9,139.0
a7,La Fortune v. Ebie,140,10,144.0
a7,Flood v. Kuhn,145,11,167.0
a7,"Sealy Mattress Co. v. Sealy, Inc.",168,12,175.0
a7,Bay Guardian Co. v. Chronicle Publishing Co.,176,13,181.0
a7,Pittsburgh & New England Trucking Co. v. United States,182,14,203.0
a7,"Seligson v. Plum Tree, Inc.",204,15,208.0
a7,"Warriner Hermetics, Inc. v. Copeland Refrigeration Corp.",209,16,224.0
a7,Heart Disease Research Foundation v. General Motors Corp.,225,17,227.0
a7,International Tel. & Tel. Corp. v. General Tel. & Elecs. Corp.,228,18,323.0
a7,"Worthen Bank & Trust Co. v. National BankAmericard, Inc.",324,19,338.0
a7,Washington Mut. Sav. Bank v. Federal Deposit Ins. Corp.,339,20,351.0
a7,"American Family Life Assurance Co. v. Blue Cross of Florida, Inc.",352,21,355.0
a7,"Twin City Sportservice, Inc. v. Charles O. Finley & Co.",356,22,373.0
a7,"E. A. McQuade Tours, Inc. v. Consolidated Air Tour Manual Committee",374,23,383.0
a7,"America's Best Cinema Corp. v. Ft. Wayne Newspapers, Inc.",384,24,391.0
a7,Boston Professional Hockey Asso. v. Cheevers,392,25,399.0
a7,"Kendall Elevator Co. v. LBC&W Associates of South Carolina, Inc.",400,26,403.0
a7,Stanley Works v. FTC,404,27,427.0
a7,"Philadelphia World Hockey Club, Inc. v. Philadelphia Hockey Club, Inc.",428,28,478.0
a7,"Illinois v. Associated Milk Producers, Inc.",479,29,483.0
a7,"Breen Air Freight, Ltd. v. Air Cargo, Inc.",484,30,491.0
a7,"Van Dussen--Storto Motor Inn, Inc. v. Rochester Tel. Corp.",492,31,497.0
a7,Tidewater Oil Co. v. United States,498,32,521.0
a7,"Atlantic Richfield Co. v. Malco Petroleum, Inc.",522,33,525.0
a7,Chastain v. American Tel. & Tel. Co.,526,34,529.0
a7,"Mueller Brass Co. v. Reading Industries, Inc.",530,35,556.0
a7,Rea v. Ford Motor Co.,557,36,598.0
a7,Detroit v. Grinnell Corp.,599,37,609.0
a7,Rasmussen v. American Dairy Asso.,610,38,623.0
a7,Cook v. Ralston Purina Co.,624,39,636.0
a7,Simpkins v. Southwestern Idaho Painters Dist. Council No. 57,637,40,645.0
a7,"Calnetics Corp. v. Volkswagen of America, Inc.",646,41,653.0
a7,"Ammerman v. Bestline Products, Inc.",654,42,657.0
a7,"United States v. Glaxo Group, Ltd.",658,43,670.0
a7,Rose v. Vulcan Materials Co.,671,44,693.0
a7,United States v. Falstaff Brewing Corp.,694,45,719.0
a7,Lanier Business Products v. Graymar Co.,720,46,723.0
a7,"Gulf & Western Industries, Inc. v. Great Atlantic & Pacific Tea Co.",724,47,736.0
a7,Deaktor v. Fox Grocery Co.,737,48,741.0
a7,"Agrashell, Inc. v. Hammons Products Co.",742,49,759.0
a7,"Corning Glass Works v. Ann & Hope, Inc.",760,50,768.0
a7,Polycast Technology Corp. v. Rohm & Haas Co.,769,51,770.0
a7,Boshes v. General Motors Corp.,771,52,783.0
a7,International Railways of Central America v. United Brands Co.,784,53,798.0
a7,United States v. General Electric Co.,799,54,810.0
a7,Howard v. State Dep't of Highways,811,55,816.0
a7,"State by Lefkowitz v. Colorado State Christian College of Church of Inner Power, Inc.",817,56,825.0
a7,"Credit Bureau Reports, Inc. v. Retail Credit Co.",826,57,831.0
a7,Webb v. Bladen,832,58,835.0
a7,Dobbins v. Kawasaki Motors Corp.,836,59,846.0
a7,Blalock v. Ladies Professional Golf Asso.,847,60,855.0
a7,Murdock v. Jacksonville,856,61,870.0
a7,"Price v. Trans World Airlines, Inc.",871,62,876.0
a7,Am. Indus. Fastener Corp. v. Flushing Enters.,877,63,887.0
a7,Brandeis Mach. v. Barber-Greene Co.,888,64,894.0
a7,"State ex rel. Sanborn v. Koscot Interplanetary, Inc.",895,65,906.0
a7,"Booth Bottling Co. v. Beverages International, Inc.",907,66,913.0
