pdf,Title,Court,Date,No,page,Court_level,Argued,Decided,Others
a2,"Apgar Travel Agency, Inc. v. International Air Transport Ass'n",United States District Court for the Southern District of New York,2-Oct-52,Civ. 69-363,1192,District,,,1952/10/02
a2,"National Used Car Market Report, Inc. v. National Auto. Dealers Ass'n",United States Court of Appeals for the District of Columbia Circuit,"October 20, 1952, Argued ; November 20, 1952, Decided",No. 11390,1202,Appeal,1952/10/20,1952/11/20,
a2,Reid v. Doubleday & Co.,"United States District Court for the Northern District of Ohio, Western Division",30-Dec-52,Civ. 6718,1205,District,,,1952/12/30
a2,Singer v. Hollander & Son,United States Court of Appeals for the Third Circuit,"December 19, 1952, Argued ; January 27, 1953, Decided",No. 10855,1217,Appeal,1952/12/19,1953/1/27,
a2,People v. Bldg. Maint. Contractors Ass'n,"Court of Appeal of California, First Appellate District, Division One","March 3, 1953, Filed","No. 14,868",1224,Appeal,,,1953/03/03
a2,Obear-Nester Glass Co. v. Commissioner,United States Tax Court,"September 30, 1953, Promulgated",Docket No. 36271,1239,,,,1953/09/30
a2,United States v. Detroit Sheet Metal & Roofing Contractors Asso.,United States District Court for the Eastern District of Michigan,13-Oct-53,Crim. A. No. 33452,1248,District,,,1953/10/13
a2,United States v. Morgan,United States District Court for the Southern District of New York,"October 14, 1953.",Civ. A. No. 43-757.,1258,District,,,1953/10/14
a2,"Leonia Amusement Corp. v. Loew's, Inc.",United States District Court for the Southern District of New York,20-Oct-53,No Number in Original,1359,District,,,1953/10/20
a2,Ex parte Rice,Supreme Court of Alabama,"October 29, 1953, Decided",5 Div. 562.,1377,Supreme,,1953/10/29,
a2,United States v. E. I. du Pont de Nemours & Co.,United States District Court for the District of Delaware,"December 14, 1953.",Civ. A. 1216.,1386,District,,,1953/12/14
a2,United States v. E. I. du Pont de Nemours & Co.,United States District Court for the District of Delaware,"December 14, 1953.",Civ. A. 1216.,1497,District,,,1953/12/14
a2,Las Vegas Merchant Plumbers Asso. v. United States,United States Court of Appeals for the Ninth Circuit,1-Feb-54,No. 13218,1607,Appeal,,,1954/02/01
a2,Apex Elec. Mfg. Co. v. Altorfer Bros. Co.,"United States District Court for the Southern District of Illinois, Northern Division",10-Jan-55,"Nos. P-1258, P-1259",1626,District,,,1955/01/10
a2,United States v. International Boxing Club,Supreme Court of the United States,"November 10, 1954, Argued ; January 31, 1955, Decided",No. 53,1634,Supreme,1954/11/10,1955/1/31,
a2,International Brotherhood of Electrical Workers v. United States,United States Court of Appeals for the Sixth Circuit,24-Feb-55,No. 12262,1645,Appeal,,,1955/02/24
a2,Lyons v. Westinghouse Electric Corp.,United States Court of Appeals for the Second Circuit,"January 3, 1955, Argued ; March 29, 1955, Decided","Docket 23312, 23325",1648,Appeal,1955/1/3,1955/3/29,
a2,Karseal Corp. v. Richfield Oil Corp.,United States Court of Appeals for the Ninth Circuit,7-Apr-55,No. 13856,1660,Appeal,,,1955/04/07
a2,"State ex rel. Dalton v. Miles Laboratories, Inc.",Supreme Court of Missouri,10-Oct-55,No. 42152,1669,Supreme,,,1955/10/10
a2,United States v. Twentieth Century-Fox Film Corp.,"United States District Court for the Southern District of California, Central Division",5-Dec-55,No. 14354,1684,District,,,1955/12/05
a2,Gomberg v. Midvale Co.,United States District Court for the Eastern District of Pennsylvania,30-Dec-55,"Civ. A. Nos. 20012, 20019",1740,District,,,1955/12/30
a2,Eastman Kodak Co. v. Home Utilities Co.,United States District Court for the District of Maryland,14-Feb-56,Civ. No. 8379,1750,District,,,1956/02/14
a2,United States v. Crown Zellerbach Corp.,United States District Court for the Northern District of Illinois,11-Apr-56,No. 55 C 1480,1765,District,,,1956/04/11
a3,United States v. Northern P. R. Co.,"United States District Court for the Western District of Washington, Northern Division",23-Jun-56,No. 2277,21,District,,,1956/06/23
a3,"Adams Dairy, Inc. v. Burke",Supreme Court of Missouri Division 2,9-Jul-56,No. 44965,28,Supreme,,,1956/07/09
a3,United States v. Krasnov,United States District Court for the Eastern District of Pennsylvania,30-Jul-56,Civ. A. No. 11024,41,District,,,1956/07/30
a3,Newburgh Moire Co. v. Superior Moire Co.,United States Court of Appeals for the Third Circuit,"April 16, 1956, Submitted ; September 26, 1956, Decided",No. 11871,59,Appeal,,1956/9/26,1956/04/16
a3,County Theatre Co. v. Paramount Film Distributing Corp.,United States District Court for the Eastern District of Pennsylvania,4-Oct-56,Civ. A. No. 21133,69,District,,,1956/10/04
a3,Nashville Milk Co. v. Carnation Co.,United States Court of Appeals for the Seventh Circuit,1-Nov-56,No. 11820,71,Appeal,,,1956/11/01
a3,Walder v. Paramount Publix Corp.,United States District Court for the Southern District of New York.,"December 17, 1956.",Civil 69-217.,76,District,,,1956/12/17
a3,Ben Hur Coal Co. v. Wells,United States Court of Appeals for the Tenth Circuit,13-Feb-57,No. 5413,90,Appeal,,,1957/02/13
a3,Rossi v. McCloskey & Co.,United States District Court for the Eastern District of Pennsylvania,29-Mar-57,Civ. A. 19204,95,District,,,1957/03/29
a3,General Electric Co. v. Masters Mail Order Co.,United States Court of Appeals for the Second Circuit,"December 4, 1956, Argued ; May 15, 1957, Decided","No. 198, Docket 24370",99,Appeal,1956/12/4,1957/5/15,
a3,G. D. Searle & Co. v. Institutional Drug Distribs.,"United States District Court for the Southern District of California, Central Division",20-May-57,No. 19884,111,District,,,1957/05/20
a3,Hess v. Anderson,"United States District Court for the Southern District of California, Northern Division",24-May-57,Civ. No.  1708,121,District,,,1957/05/24
a3,"Congress Bldg. Corp. v. Loew's, Inc.",United States Court of Appeals for the Seventh Circuit,31-May-57,No. 11941,140,Appeal,,,1957/05/31
a3,Sperry Rand Corp. v. Nassau Research & Dev. Assocs.,United States District Court for the Eastern District of New York,6-Jun-57,Civ. A. No. 16151,151,District,,,1957/06/06
a3,"Farbenfabriken Bayer, A. G. v. Sterling Drug, Inc.",United States District Court for the District of New Jersey,15-Jul-57,Civ. No. 908-55,157,District,,,1957/07/15
a3,A. B. C. Distributing Co. v. Distillers Distributing Corp.,"Court of Appeal of California, Second Appellate District, Division Two",4-Oct-57,Civ. No. 22084,162,Appeal,,,1957/10/04
a3,State by Clark v. Wolkoff,Supreme Court of Minnesota,4-Oct-57,"No. 37,025",178,Supreme,,,1957/10/04
a3,"Noerr Motor Freight, Inc. v. Eastern R. Presidents Conference",United States District Court for the Eastern District of Pennsylvania,10-Oct-57,Civ. A. No. 14715,191,District,,,1957/10/10
a3,"Banana Distributors, Inc. v. United Fruit Co.",United States District Court for the Southern District of New York,12-Dec-57,Civil No. 87-361,252,District,,,1957/12/12
a3,United States v. Bethlehem Steel Corp.,United States District Court for the Southern District of New York,13-Jan-58,Civil Action No. 115-328,263,District,,,1958/01/13
a3,"Miller Motors, Inc. v. Ford Motor Co.",United States Court of Appeals for the Fourth Circuit,"October 23, 1957, Argued ; January 20, 1958, Decided",No. 7487,267,Appeal,1957/10/23,1958/1/20,
a3,Yonce v. Miners Memorial Hospital Ass'n,"United States District Court for the Western District of Virginia, Lynchburg Division",3-Apr-58,Civ. A. No. 411,276,District,,,1958/04/03
a3,"American Union Transport, Inc. v. United States",United States Court of Appeals for the District of Columbia Circuit,"January 24, 1958, Argued ; April 24, 1958, Decided",No. 13866,287,Appeal,1958/1/24,1958/4/24,
a3,"Banana Distributors, Inc. v. United Fruit Co.",United States District Court for the Southern District of New York,8-May-58,Civil No. 87-361,294,District,,,1958/05/08
a3,Crummer Co. v. Du Pont,United States Court of Appeals for the Fifth Circuit,8-May-58,No. 16609,312,Appeal,,,1958/05/08
a3,In re Special 1952 Grand Jury,United States District Court for the Eastern District of Pennsylvania,22-May-58,Misc. No. 1954,320,District,,,1958/05/22
a3,United States v. Shubert,United States District Court for the Southern District of New York,24-Jun-58,Civil 56-72,326,District,,,1958/06/24
a3,Dollac Corp. v. Margon Corp.,United States District Court for the District of New Jersey,"July 11, 1958.",Civ. No. 603-56.,329,District,,,1958/07/11
a3,Walder v. Paramount Publix Corp.,United States District Court for the Southern District of New York.,"September 29, 1958.",Civ. 69-217.,356,District,,,1958/09/29
a3,United States v. Maryland & Virginia Milk Producers Asso.,United States District Court for the District of Columbia,16-Oct-58,Civ. A. No. 4482-56,358,District,,,1958/10/16
a3,"Goldlawr, Inc. v. Shubert",United States District Court for the Eastern District of Pennsylvania,22-Dec-58,"Civ. A. Nos. 21506, 22092",366,District,,,1958/12/22
a3,"INTERNATIONAL BOXING CLUB OF NEW YORK, INC. v. UNITED STATES",Supreme Court of the United States,"November 13, 1958, Argued ; January 12, 1959, Decided",No. 18,381,Supreme,1958/11/13,1959/1/12,
a3,Johnson & Johnson v. G. E. M. Sundries Co.,Supreme Court of Hawaii,"November 20, 1958, Argued ; January 16, 1959, Decided",No. 4055,401,Supreme,1958/11/20,1959/1/16,
a3,UNITED STATES v. RCA,Supreme Court of the United States,"December 8, 1958, Argued ; February 24, 1959, Decided",No. 54,412,Supreme,1958/12/8,1959/2/24,
a3,Ludwig v. American Greetings Corp.,United States Court of Appeals for the Sixth Circuit,11-Mar-59,No. 13549,428,Appeal,,,1959/03/11
a3,"Jewel Tea Co. v. Local Union No. 189, Amalgamated Meat Cutters","United States District Court for the Northern District of Illinois, Eastern Division.","March 31, 1959.",58 C 1415.,433,District,,,1959/03/31
a3,"Englander Motors, Inc. v. Ford Motor Co.",United States Court of Appeals for the Sixth Circuit,26-May-59,No. 13567,437,Appeal,,,1959/05/26
a3,"Cameron Iron Works, Inc. v. Edward Valves, Inc.","United States District Court for the Southern District of Texas, Houston Division",30-Jul-59,No. 10701,442,District,,,1959/07/30
a3,Atlas Bldg. Products Co. v. Diamond Block & Gravel Co.,United States Court of Appeals for the Tenth Circuit,17-Aug-59,No. 5990,457,Appeal,,,1959/08/17
a3,"Federal Trade Com. v. Hunt Foods & Industries, Inc.","United States District Court for the Southern District of California, Central Division",27-Oct-59,No. 732-59,466,District,,,1959/10/27
a3,United States v. Brown Shoe Co.,"United States District Court for the Eastern District of Missouri, Eastern Division",20-Nov-59,No. 10527(3),476,District,,,1959/11/20
a3,"Radiant Burners, Inc. v. Peoples Gas, Light & Coke Co.",United States Court of Appeals for the Seventh Circuit,3-Dec-59,No. 12638,496,Appeal,,,1959/12/03
a3,"Noerr Motor Freight, Inc. v. Eastern R. Presidents Conference",United States Court of Appeals for the Third Circuit,"June 8, 1959, Argued ; December 10, 1959, Decided","Nos. 12750, 12751",501,Appeal,1959/6/8,1959/12/10,
a3,Minneapolis & S. L. R. Co. v. United States,Supreme Court of the United States,"November 16-17, 1959, Argued ; December 14, 1959, Decided",No. 12,513,Supreme,1959/11/16,1959/12/14,
a3,Reliable Volkswagen Sales & Service Co. v. World-Wide Auto. Corp.,United States District Court for the District of New Jersey,24-Feb-60,Civ. A. No. 132-59,531,District,,,1960/02/24
a3,United States v. Parke,Supreme Court of the United States,"November 10, 1959, Argued ; February 29, 1960, Decided",No. 20,548,Supreme,1959/11/10,1960/2/29,
a3,United States v. St. Regis Paper Co.,United States District Court for the Southern District of New York,15-Mar-60,Civil No. 150-271.,567,District,,,1960/03/15
a3,United States v. Westinghouse Elec. Corp.,United States District Court for the Eastern District of Pennsylvania.,"March 24, 1960.","Criminal Nos. 20234, 20235, 20236, 20238, 20239, 20240, and 20241, respectively.",574,District,,,1960/03/24
a3,"Messner v. Journeymen Barbers, etc.",Supreme Court of California,7-Apr-60,L. A. No. 25288,581,Supreme,,,1960/04/07
a3,"Remington Arms Co. v. G. E. M. of St. Louis, Inc.",Supreme Court of Minnesota,8-Apr-60,"No. 37,969",607,Supreme,,,1960/04/08
a3,"North Carolina Theatres, Inc. v. Thompson",United States Court of Appeals for the Fourth Circuit,"January 7, 1960, Argued ; April 18, 1960, Decided",No. 7981,616,Appeal,1960/1/7,1960/4/18,
a3,"United States v. Fish Smokers Trade Council, Inc.",United States District Court for the Southern District of New York,22-Apr-60,Civ. 103-358.,622,District,,,1960/04/22
a3,United States v. Columbia Pictures Corp.,United States District Court for the Southern District of New York,26-Apr-60,No Number in Original,631,District,,,1960/04/26
a3,Maryland & Virginia Milk Producers Ass'n v. United States,Supreme Court of the United States,"January 19-20, 1960, Argued ; May 2, 1960, Decided",No. 62,636,Supreme,,1960/5/2,
a3,Wexler v. Greenberg,the Supreme Court of Pennsylvania,"Argued November 19, 1959.  ; May 4, 1960",No Number in Original,650,Supreme,1959/11/19,,1960/05/04
a3,"International Brotherhood of Teamsters, etc. v. Oliver",Supreme Court of the United States,"May 16, 1960, Decided",No. 813,658,Supreme,,1960/5/16,
a3,Plymouth Dealers' Asso. v. United States,United States Court of Appeals for the Ninth Circuit,26-May-60,No. 16600,661,Appeal,,,1960/05/26
a3,"Lehmann Trading Corp. v. J & H Stolow, Inc.",United States District Court for the Southern District of New York,27-May-60,Civ. 154-137.,669,District,,,1960/05/27
a3,In re Grand Jury Investigation of Shipping Industry,United States District Court for the District of Columbia,14-Jun-60,Misc. No. 5-60,673,District,,,1960/06/14
a3,Parmelee Transp. Co. v. Keeshin,"United States District Court for the Northern District of Illinois, Eastern Division",30-Jun-60,No. 56 C 323,697,District,,,1960/06/30
a3,FTC v. Washington Fish & Oyster Co.,United States Court of Appeals for the Ninth Circuit,22-Jul-60,No. 16541,713,Appeal,,,1960/07/22
a3,Rogers v. American Can Co.,United States District Court for the District of New Jersey,27-Sep-60,Civ. A. No. 684-58,718,District,,,1960/09/27
a3,"Sunkist Growers, Inc. v. Winckler & Smith Citrus Products Co.",United States Court of Appeals for the Ninth Circuit,30-Sep-60,No. 15242,725,Appeal,,,1960/09/30
a3,United States v. Lake Asphalt & Petroleum Co.,United States District Court for the District of Massachusetts.,"October 17, 1960.",Civil Action No. 59-786-W.,757,District,,,1960/10/17
a3,McElhenney Co. v. Western Auto Supply Co.,United States Court of Appeals for the Fourth Circuit,"October 6, 1960, Argued ; November 2, 1960, Decided",No. 8121,761,Appeal,1960/10/6,1960/11/2,
a3,United States v. Allied Chem. Corp.,United States District Court for the District of Massachusetts.,"November 28, 1960.",Civil Action No. 59-784-S.,762,District,,,1960/11/28
a3,"Huntington Imported Cars, Inc. v. Standard-Triumph Motor Co.",United States District Court for the Eastern District of New York,1-Dec-60,Civ. A. No. 60-C-922,765,District,,,1960/12/01
a3,"Union Leader Corp. v. Newspapers of New England, Inc.",United States Court of Appeals for the First Circuit,"September 22, 1960, Heard ; December 2, 1960, Decided","Nos. 5619, 5620",769,Appeal,,1960/12/2,1960/09/22
a3,"United States v. Bituminous Concrete Assn., Inc.",United States District Court for the District of Massachusetts.,"December 7, 1960.",Civil Action No. 59-785-M.,777,District,,,1960/12/07
a3,"Hunt Foods & Industries, Inc. v. Federal Trade Com.",United States Court of Appeals for the Ninth Circuit,15-Dec-60,No. 16751,781,Appeal,,,1960/12/15
a3,"State by Clark v. Applebaums Food Markets, Inc.",Supreme Court of Minnesota,23-Dec-60,"No. 38,164",794,Supreme,,,1960/12/23
a3,Simpson v. Union Oil Co.,"United States District Court for the Northern District of California, Southern Division.","December 30, 1960.",No. 37344.,808,District,,,1960/12/30
a3,United States v. Gasoline Retailers Asso.,United States Court of Appeals for the Seventh Circuit,12-Jan-61,Nos. 13038-13040,814,Appeal,,,1961/01/12
a3,Associated Beverages Co. v. P. Ballantine & Sons,United States Court of Appeals for the Fifth Circuit,7-Feb-61,No. 18335,819,Appeal,,,1961/02/07
a3,Bruner v. Republic Acceptance Corp.,"United States District Court for the Eastern District of Arkansas, Western Division",14-Feb-61,No. LR-60-C-103,824,District,,,1961/02/14
a3,Page v. Work,United States Court of Appeals for the Ninth Circuit,8-Mar-61,No. 16787,831,Appeal,,,1961/03/08
a3,"United States v. Pan American World Airways, Inc.",United States District Court for the Southern District of New York,8-Mar-61,Civ. 90-259.,844,District,,,1961/03/08
a3,Fleet-Wing Corp. v. Pease Oil Co.,"Supreme Court of New York, Special Term, Erie County",24-Mar-61,No Number in Original,876,Supreme,,,1961/03/24
a3,"Banana Distributors, Inc. v. United Fruit Co.",United States District Court for the Southern District of New York,29-Mar-61,Civil 87-361.,883,District,,,1961/03/29
a3,California v. Federal Power Com.,United States Court of Appeals for the District of Columbia Circuit,"January 25, 1961, Argued ; March 30, 1961, Decided",No. 15687,896,Appeal,1961/1/25,1961/3/30,
a3,"Climatic Air Distributors v. Climatic Air Sales, Inc.",Supreme Court of Texas,"April 19, 1961, Decided",No. A-7939,904,Supreme,,1961/4/19,
a3,United States v. White Motor Co.,"United States District Court for the Northern District of Ohio, Eastern Division",21-Apr-61,Civ. A. No. 34593,909,District,,,1961/04/21
